"Player","Team","Position","Rk","Status","Age","Opponent","FPts","FP/G","GP","IP","W%","QS","BS","WP","HB","IBB","1B","2B","3B","HR","HR/9","K/9","BB/9","BR/9","BAA"
"Jon Moscot","CIN","SP","4082","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Moseley","BAL","P","4083","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniel Moskos","CHC","RP","4084","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Benton Moss","TB","P","4085","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gabe Mosser","SD","RP","4086","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Juan Mota","CLE","SP","4087","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Travis Moths","ARI","P","4088","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jason Motte","(N/A)","RP","4089","FA","38","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zack Mozingo","TB","P","4090","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zachary Muckenhirn","BAL","P","4091","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"John Mugarian","CIN","P","4092","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"El'Hajj Muhammad","CIN","RP","4093","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jay Muhammad","SEA","P","4094","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Edward Mujica","(N/A)","RP","4095","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Conor Mullee","NYY","RP","4096","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chase Mullins","ATL","P","4097","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Garrett Mundell","NYY","P","4098","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nixson Munoz","BOS","SP","4099","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Victor Munoz","TB","RP","4100","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kevin Munson","ARI","RP","4101","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Toru Murata","(N/A)","SP","4102","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alexander Muren","MIN","P","4103","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Griffin Murphy","TOR","SP","4104","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jimmy Murphy","BAL","P","4105","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kacey Murphy","DET","P","4106","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Colton Murray","MIA","RP","4107","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jayden Murray","TB","P","4108","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Murray","KC","P","4109","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rob Musgrave","SD","P","4110","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Parker Mushinski","HOU","P","4111","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wes Musick","COL","P","4112","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Neal Musser","NYM","RP","4113","FA","40","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"D.J. Myers","SF","P","4114","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dane Myers","DET","P","4115","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Roman Mendez","(N/A)","RP","4116","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonathan Nagel","CHC","P","4117","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Clint Nageotte","NYM","P","4118","FA","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yuhei Nakaushiro","ARI","RP","4119","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Nall","NYM","RP","4120","FA","38","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Easton Napiontek","TEX","RP","4121","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David Napoli","WSH","P","4122","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Greg Nappo","MIA","P","4123","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Narveson","MIA","RP","4124","FA","38","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Natera","LAA","SP","4125","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joe Nathan","(N/A)","RP","4126","FA","46","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Orlandy Navarro","LAD","SP","4127","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adrian Navas","TB","SP","4128","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carlos Navas","SF","RP","4129","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carlos Naveda","TEX","SP","4130","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Drew Naylor","PHI","SP","4131","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Blaine Neal","DET","P","4132","FA","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James Needy","SD","RP","4133","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matthew Neil","MIA","SP","4134","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Troy Neiman","COL","RP","4135","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Makay Nelson","HOU","P","4136","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joshua Nervis","CLE","RP","4137","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Angel Nesbitt","DET","RP","4138","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Travis Neubeck","MIA","P","4139","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aaron Newcomb","LAA","P","4140","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Newell","MIA","P","4141","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chandler Newman","SD","P","4142","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Austin Nicely","HOU","P","4143","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Justin Nicolino","(N/A)","SP","4144","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trey Nielsen","STL","SP","4145","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeff Niemann","(N/A)","SP","4146","FA","37","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonathon Niese","(N/A)","SP","4147","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eric Niesen","NYM","SP","4148","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aroni Nina","KC","RP","4149","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C.J. Nitkowski","NYM","P","4150","FA","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hector Noesi","PIT","SP","4151","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Noguera","COL","RP","4152","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Nolan","OAK","P","4153","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ricky Nolasco","(N/A)","SP","4154","FA","38","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sean Nolin","(N/A)","SP","4155","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nigel Nootbaar","BAL","P","4156","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Seth Nordlin","TEX","P","4157","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Takahiro Norimoto","(N/A)","SP","4158","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Doug Norman","CIN","P","4159","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Norrick","STL","RP","4160","FA","37","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daryl Norris","DET","P","4161","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aaron Northcraft","SD","RP","4162","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brayant Nova","CHW","SP","4163","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeremy Null","CHC","P","4164","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniel Nunan","LAA","P","4165","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jhonny Nunez","SEA","RP","4166","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Miguel Nunez","PHI","SP","4167","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Oddy Nunez","PIT","P","4168","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Oscar Nunez","(N/A)","RP","4169","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Garrett Nuss","LAA","P","4170","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Nutof","CIN","P","4171","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joey O'Brien","SEA","P","4172","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael O'Brien","NYY","P","4173","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Patrick O'Brien","NYY","P","4174","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Colin O'Connell","OAK","P","4175","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mike O'Connor","MIN","RP","4176","FA","40","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eric O'Flaherty","(N/A)","RP","4177","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jack O'Loughlin","DET","SP","4178","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan O'Malley","CHW","P","4179","FA","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Drew O'Neil","CHW","RP","4180","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Benjamin O'Shea","CHW","P","4181","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan O'Sullivan","LAD","P","4182","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trevor Oakes","COL","P","4183","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alan Oaks","MIA","SP","4184","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brett Oberholtzer","(N/A)","RP","4185","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wirfin Obispo","ATL","RP","4186","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David Oca","STL","SP","4187","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeffri Ocando","COL","SP","4188","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cesar Ogando","KC","P","4189","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Emilio Ogando","KC","P","4190","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nefi Ogando","CIN","RP","4191","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sarkis Ohanian","CIN","P","4192","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tomo Ohka","BAL","SP","4193","FA","44","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ross Ohlendorf","CIN","RP","4194","FA","38","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yudai Ohno","(N/A)","SP","4195","W (Sun)","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jefferson Olacio","CHW","SP","4196","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bryan Oland","SD","SP","4197","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adam Olbrychowski","NYY","RP","4198","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jon Olczak","MIL","P","4199","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Olenek","SF","P","4200","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andy Oliver","(N/A)","SP","4201","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Christopher Oliver","PHI","P","4202","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cristian Olivero","NYM","RP","4203","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Deyni Olivero","ARI","SP","4204","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aneury Olivo","NYM","SP","4205","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Edgar Olmos","(N/A)","RP","4206","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Olmsted","BOS","RP","4207","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jon Olsen","MIN","P","4208","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Scott Olsen","TEX","SP","4209","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"JB Olson","CHW","P","4210","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brian Omogrosso","CHW","RP","4211","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Logan Ondrusek","(N/A)","RP","4212","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Benjamin Onyshko","SEA","P","4213","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Johzan Oquendo","CHC","P","4214","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Juan Oramas","TOR","SP","4215","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rafael Ordaz","NYY","RP","4216","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Justin Orenduff","LAD","RP","4217","FA","37","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eduardo Orozco","CHC","P","4218","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Evertz Orozco","ATL","RP","4219","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Raidel Orta","CHC","RP","4220","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anthony Ortega","LAD","SP","4221","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fernando Ortega","PHI","SP","4222","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jorge Ortega","MIL","SP","4223","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Ortega","COL","RP","4224","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yonata Ortega","ARI","RP","4225","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Ortegano","ATL","SP","4226","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Braulio Ortiz","CHW","RP","4227","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jesus Ortiz","TB","P","4228","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joseph Ortiz","CHC","RP","4229","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Willy Ortiz","TOR","SP","4230","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"J.D. Osborne","HOU","RP","4231","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zack Osborne","TEX","P","4232","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
